index,0
The Eye of the Storm,https://docs.google.com/document/d/e/2PACX-1vQqdl_J0XWag8LKKykj5IBi56Vdaiv6l4VL4GeekC1jrL7T_OSY8wrDJ9b8tIviNl24InW_pnF38feU/pub
Busted,https://docs.google.com/document/d/e/2PACX-1vQYxslopI07pSn3w-8JlPV_ke3urQQ_Q7RNjlojGvayIG_k3tDIYCkw93Og1twu4g0vdcRXczgC9Go6/pub
I've Been Here the Whole Time,https://docs.google.com/document/d/e/2PACX-1vT8tFlYmo7t5J9QXR00eSQxJiFVKZLEaq4DhUxSMsVjJqV8V3gHQ5vKd4dxTkqfIEJKgs1M4YcuIPFd/pub
Outfoxed,https://docs.google.com/document/d/e/2PACX-1vTxpAWthg5ALni2PnjLI-c9c5tdyaYZ7uYHVLwFcDrPPLQvnRM4kKtQMcfr5jL3FhDHX15ArD1Ou1_E/pub
The Belly of the Beast,https://docs.google.com/document/d/e/2PACX-1vTV8dzqlMFqSVMpZUmT_oSts5EzHV0XuSLHHM44H2mhwkHOPl1mONOuuN9A31FDfHaU1LDWvi8Neebc/pub
Unfinished Business,https://docs.google.com/document/d/e/2PACX-1vQVdasndUyOrypSijvXPrV2XM5qYQSAo85lt_w8zr3dYJrqafguI_vEnN4wRSPZ8dy916nhitcmhHiB/pub
The Chosen Ones,https://docs.google.com/document/d/e/2PACX-1vQQgTK8SRiPBaZXqvHYEiXclO5iaLjAtcsmfsbySPUnPVnJsBTxGFh3LkC6Dtw5G6HjBcWydlve59OV/pub
Class Conflict,https://docs.google.com/document/d/e/2PACX-1vT-atv1OBePOzVX_PNCCQE_WuhWFBug6h50FXtLDtFJnGnZ99Y3ZraHv1Ijji-E8OgnsFtPxIMXGtN-/pub
Family On Six,https://docs.google.com/document/d/e/2PACX-1vTnJIaHEw7caWa27NePNe_93DN62qAUyQYij2IORvOC8IGZH568LQ5ti5QM5xOKkM6vgEtV-l7m-zLc/pub
We're the Heroes,https://docs.google.com/document/d/e/2PACX-1vRmZiOt5Fa5KLQCE4oGyuf63m3xeKIfrAo0TwnBXykcNk0W3kkFiUxfxOCs-KEr1Z1PkvnJUmAKj4CG/pub
Misfits & Magic Holiday Special,https://docs.google.com/document/d/e/2PACX-1vTJraxHUkRHp6A33zxlTl1sKq1U48xjlWFYXCLQC9AODG60Uo4lY8Dlrc9w7Nnj6DmyTEX4ul1Hnwue/pub
Misfits and Magic Live at GenCon 2022,https://docs.google.com/document/d/e/2PACX-1vQe8xfrSr3XG05nPL-O5CT4xyhoH4uaAUcw24NToFhGwXN4BPonYnb38KeHpdfIP7uAkYeaVhrw7hIJ/pub
Party of Seven,https://docs.google.com/document/d/e/2PACX-1vSnHJmHfHwHl_no56gXYM1VsdJF3Y749ppWc5Oeo9I98mQGhOqRc8lMRHbvoxHIGXQVET32ownk48jN/pub
In or Out,https://docs.google.com/document/d/e/2PACX-1vSJXZz67q4cUXIIIX-szl9bceHjX3uU6bh-EugG8R0KbNSsleNXIajl6xTKYVsyKGbGT0XglR2hOWtp/pub
Big City Connections,https://docs.google.com/document/d/e/2PACX-1vRTKQqnlh8-Gnl9ZTYaY-2hYpbZoEun2G_f2VYxKUFAMs4Ah_zU2K6d02tmjJOwhjUaq9V1BXkikzXV/pub
Stone Temple Pile-Up,https://docs.google.com/document/d/e/2PACX-1vQR85C6T9grXqET5TO7nIqKflaKcTOyg8swq0PLQ1Q_o-j4DXwhQlaQ8096J1perk5ohJdgpjbkThTQ/pub
Reflections,https://docs.google.com/document/d/e/2PACX-1vQTLDRAHIO2GVdPei1wQSVLStwt0HtKlQcbevZ4t481lzCIJFdHgSX2PmY1lpTlTZRCpEmIRsy43_6Y/pub
Belles of the Baronies,https://docs.google.com/document/d/e/2PACX-1vR1c1o4M_daK7tsm4ZYU6q1kXxNGp2OgonW6is6fsh_Y0xf4OLcyDgMxxJxxJ3nehJ5M_36uBipx5Pz/pub
Bloppelganger Blitz,https://docs.google.com/document/d/e/2PACX-1vSQ-UXLdi8t2QYIUcQbbk-IecUCiaOlb0AVkCESaW-tf3oc25brb6M9hvlF1JLq2NSmjiN3DlPfMIxA/pub
And Another Thing,https://docs.google.com/document/d/e/2PACX-1vTZn8JJYi2h99HsjWDFaLCS4274JcuMs_1WY9VAumULHfKA6hdUShmDka9hPONmMCGVlgnJYjmcjgGE/pub
Time and Space,https://docs.google.com/document/d/e/2PACX-1vT1kayuk4hePB_KWAxYgMIHoYggaFXzbIdD2S_pnlJAs90kJaYt3lBMqk_gkoy0HDOVZN5KxUvNzz0w/pub
I Fucking Love You,https://docs.google.com/document/d/e/2PACX-1vQSGa2lV13WI53itDrbLVliEprO8VzH3cMjkKN3Fz1Dm8zoxH0X8t5fbjtaAE8xajfxnSdf7brOmUN6/pub
The Club Fair,https://docs.google.com/document/d/e/2PACX-1vTq8bnNYyu1WYJfP7AUdg45sIEnh53HniOZ7cKQkcuETA5QutR7uSsmlKF1K27Uv8tGEygIPsGAQmSl/pub
Quandary on the Quad,https://docs.google.com/document/d/e/2PACX-1vTs28gyZpKqo6KPvvxrNpSPykw-0IdJmK6VFf7egooJDoTR2WZKWfvI7j2JVEwnb5RpL2mpS-NmtWif/pub
Parents’ Weekend,https://docs.google.com/document/d/e/2PACX-1vRSt4xpn8KyayNaBR6qyhzvkNnN0QmuCM0tzgXDDvvzyCit2FKFN5dXZy08g-AT42bPk8DqfctCFzc7/pub
Van Helsing's Party,https://docs.google.com/document/d/e/2PACX-1vQonbctQE-eYEj3ll1NrVw5j1bYBlevE-b_QjRdfimet1DVkFXNlouDP3tqMGrlOUKwRPsFJTE-D4De/pub
"Welcome to the Spacin' Life, Buddy",https://docs.google.com/document/d/e/2PACX-1vR4EW6fyhFzVCLDBGy1V4KwdSQhgPKDBlAgpG1uyThpIgmNHf07hz1jZJZqiYeEtghFWozTb6hEHoHp/pub
Rolling Up the Hill,https://docs.google.com/document/d/e/2PACX-1vRc1WrtHFuA3ys4HH5PqI7NiYv97_H47qT8w54Ln-fNqXPoDfKfGsprw2ehpJfIDnsEA8bS4StyAsnd/pub
Wrecked on Rec 97,https://docs.google.com/document/d/e/2PACX-1vTlf5OcVljyix8P1uhIxVo66NB3IJVO8LP_eap3qMA02Tz0GhN_7m4H56lw0cDhPNCa6PA4HUV3S7I5/pub
Every Day is Our Wurst Day,https://docs.google.com/document/d/e/2PACX-1vSXZ6yI17WzgWw4gQqwsIzPxHBVzfLQNJPOtu2JcAA5kUBep16Ja-YZA4d21aKu36BwTixcnnR5qAhU/pub
All In A Hot Exit,https://docs.google.com/document/d/e/2PACX-1vS4UOa11bwRP3Ddpp8x0rdulmSwTdxzGPIxnA2JnzLWGqqAyOqR2eE5vhW3cE1IGehOtxOpJo-ItNMF/pub
On The Run in the Martini Nebula,https://docs.google.com/document/d/e/2PACX-1vRRTBAV7JU8zsPWaECg65Tyaz3NrLdt1_0W2oIvM6no2vTE8KJuOAVF3pRlZaZAjdffeYEwO2OOp4dB/pub
"Dying Tomorrow, It's a Pleasure",https://docs.google.com/document/d/e/2PACX-1vQwJB6fVrv4GntDxzOrWfL1jQC7PgKU41HieCrZFnLUJgSNM3ocRnilUjnHAbpAVUjL6KwWGu9uBEwx/pub
Wallops at Swallop's,https://docs.google.com/document/d/e/2PACX-1vQiGk2KAQ1TLUUXK8Mp2O_ca2ggbfesRjEzY1nZ2dWKqj80f5qOhhOCFmUBvi6I_8A_Tm7gHLf_prvP/pub
Baustin Skiffy Limits,https://docs.google.com/document/d/e/2PACX-1vSAs3yJ1rfLFjPza8O_SZhH2qzyv38AqGHEvHg64OaV12E-0UpBusbnP6WDaljiK5bnF_PKebtLdwMz/pub
It's a Griivarr World After All,https://www.google.com/url?q=https://docs.google.com/document/d/e/2PACX-1vSm_-UD8hOSBkHUjVyCq1vqxmr0RkHdGToSTRDhYw2_SYCFlSB1w9KHE2GUKAgwHUf0ndePZfe6V142/pub&sa=D&source=editors&ust=1648167353499456&usg=AOvVaw0cIbV7Dw_zxgVSjwhR250e
Flee From Fantanimalland,https://docs.google.com/document/d/e/2PACX-1vTOiK3v4flviSzZ-hldSicCyLehHXwLLlrV9diIVVueYlnEhKT9fSDQJvsx2TBc0pQwmGzmqDtEXp3V/pub
Go Big or Go Home,https://docs.google.com/document/d/e/2PACX-1vQl9SPysjpro3lJjwpZhY7ca96DmSBSnqUZEzV3GazeCo9xgpY8MGuPsia025tRXqJVkgwIJSAbnN7M/pub
Battle of the Brands,https://docs.google.com/document/d/e/2PACX-1vQ6RL4HsdO9CzPHhQlJdvfJRrFOjR-B5pRooS43iUPDLqaOJTyC8inobg233pfTPZA0Ve7FuO_cvAMu/pub
The House Always Wins,https://docs.google.com/document/d/e/2PACX-1vRxcYAkpuCjwhSf7t_XPEizo0E_tL7F1p0geLZdhWatZ0XdYBU1DT36-lojP8ATkb9ES3gBT_x9BJKY/pub
Face to Face,https://docs.google.com/document/d/e/2PACX-1vS-KgjEn2rX8qXDWp_bz_RHVNM6won7NeQZjRZdv6GXR4qMjfrdwJplqDPvhacbzMfnJwfj-7KWXGVe/pub
Jailbreak,https://docs.google.com/document/d/e/2PACX-1vRyuutbsu_4TE28BbR8uQR7aIghK2s2mr8KbN25tKWdMhI62A-yJA9mkCQ95onQ2l_nfF9O174IytAW/pub
"The Luckless, The Abandoned and the Forsaked (Part 1)",https://docs.google.com/document/d/e/2PACX-1vQmX8Zckoui6CzeoaVEnmDtnDcFGtYZKD17e8HuMTrmv-ehSsQWZeZpdgP_JSU2ZqDMBlkYhYEjg5ss/pub
"The Luckless, The Abandoned and the Forsaked (Part 2)",https://docs.google.com/document/d/e/2PACX-1vS-SjX8Gg0TOvYALbCDonFR2u7AB1gD7pv8XKNT9zi3KXb0UrOlhxRLPixwmNvSZQ0Mcbe1t76xPABA/pub
Down for the Count,https://docs.google.com/document/d/e/2PACX-1vTP5idd8K-WW3-ky8R-aD9K3y4fGXrX3iG9nblXaeDJ7VYQkRPb7QJ76ac7SZQDpF4SKQwDvoK2tPDg/pub
Attacks on the Tracks,https://docs.google.com/document/d/e/2PACX-1vSlhMKFoQxNHEVF3X0L9bNN8AIM9Af0-jNJfCUcpgveU9j1SkCmaCGrsZllfGRfw_4MjaRaZw2ef4dc/pub
Let's Kill Everybody,https://docs.google.com/document/d/e/2PACX-1vQY8JzSVJjbaz5UDGzrGUR2nBDwz17sKfxmyzi62dGorMCKSmQc593fVQ2hBZOzgb0mt4a-2l8cbLFd/pub
Waylaid by Werewolves,https://docs.google.com/document/d/e/2PACX-1vRc0TpmeYaVqIrIb3yMOIF01jLLG1z7-WBDWU_ho3ipqd8TmaJ_ihI9C-G5zOKVsU3XJPf__E3W4Kb-/pub
Drac's Moved-In Castle,https://docs.google.com/document/d/e/2PACX-1vTejj867cU3cMm9L-nx1BDIeJPwNbsM3P84sPCB4vbY9WyKVsKCzvN5xP2dBksYSfET-uWOqq5y9G3A/pub
Feed the Beast,https://docs.google.com/document/d/e/2PACX-1vR-eH6SQbQLMjLg-8DpW28vnpk4BV5Jt9nRWvuvCt2-tzbFgZJbyQWCtKj9ArJezrt-OBWLG7rlgzqh/pub
A Bloom to Remember,https://docs.google.com/document/d/e/2PACX-1vRAJhxg_5YumSJtQ4BuS4zh0nhclkv5-KfFgrmwtFSwDPD3ecow9b_ScLhOYEqJPdJVDXz5hMoHHlkP/pub
The Great Hart Hunt,https://docs.google.com/document/d/e/2PACX-1vRcMm9cOmhBrknt1BpFvH3crKHadQWnW1O37W-ycINZXBwDIf6xRdmVu68-sFyGDGFoLTBBXwSSbaAT/pub
Duel on the Southern Lawn,https://docs.google.com/document/d/e/2PACX-1vRagnmP2jRrayRy58gueMXTdEfbCJjdTxojS5Hzp4s8VdDoS6wWu0G6pqoNbyZT7xGnu3pKtmn4XnLc/pub
Seaside Teatime,https://docs.google.com/document/d/e/2PACX-1vS6QswLcRjDTMSK57oj4o3WVKf6ykyoaNSqjBDuQgkPqJ_dkR0MB28U4NbUxFWE5g0oTJQJ7zAF-B44/pub
Through the Hedge Maze,https://docs.google.com/document/d/e/2PACX-1vRdwfQ5CGIh9Uss_QXOW7eYpx8rlWYVrq3zYT3Ly28e6em1kjwb6h9-GOS6oy76MUtaGCOgX21MKsi7/pub
Of One Mind,https://docs.google.com/document/d/e/2PACX-1vSwfNRvixKewgBWYifw1qF-WehJM167cyBHbvry4vU1VAEMkn4ug0ZDrc3rEp-0k3E9fi7fEOpirnQu/pub
The Masquerade Ball,https://docs.google.com/document/d/e/2PACX-1vRziq48Sj4i_kB8sMN66NaIOGYr-RejLlh-3XwLNysJSUg-TdrszV5Zzv5jQehF2x6nF28moKhFnFry/pub
The Rule of Sneakery,https://docs.google.com/document/d/e/2PACX-1vRVmZqhY2NErHzjmISs3nXZucmS9w3B13RkEeCr8fCpYWJbBrC-oNx88nkQhrU-2M5rNTQMQKFaydwD/pub
Theater of War,https://docs.google.com/document/d/e/2PACX-1vQYQ_AwHye1BKJn-L4-TnO1C6uQBnIw8xJkKORi2bU_i0pPWWlL6E0MLRyyzkNufjZg_WCkAcZ2bcC9/pub
You Will Never Know a Lonely Day Again,https://docs.google.com/document/d/e/2PACX-1vQPJiYEwsyaK62jgQj19MqaUW7ZvgTQx9yKGdlRk0h3UxKmO1vGMLwUaZdy1hi8b1jHnM6tGSuAHFPK/pub
The Times of Shadow,https://docs.google.com/document/d/e/2PACX-1vRBjCpLRpRvdjjURR9c7URt36ug52q_AV-KUurB4hTih20z2ZRvRCrcUubLagObTQIxDysLArlmqHHW/pub
"Mirror, Mirror",https://docs.google.com/document/d/e/2PACX-1vRWpjOaEP0obZAjqc_I9IS7j_TU331snI9T6nKAfA8WFJjkJIfeVARRkPFxVXvnWXv1u-nPSUlPHnZL/pub
No Place For a Prince or Princess,https://docs.google.com/document/d/e/2PACX-1vQz19FuGlzetu7Teo89lsoUj5cGN2vXvguwMk87oHvc_cpKivdsAjsnuTfBttlAtNM9M1YTXdRZvsRh/pub
Once Upon a Time,https://docs.google.com/document/d/e/2PACX-1vQyTh05uBqU_hvIxPjD8uJTsB7vU0uanHU0-vy-T1u-GwTD4DOfv6uvKL4DcH5XSfvLnJ9u8JUfBXoU/pub
Down Came the Rain,https://docs.google.com/document/d/e/2PACX-1vSy3lhNWem7DYxQL2GyIcXoR0wqgSeJo0A4EyiMIov-pxMj9ncm4-qRJ2MxrBMrhwmIgMtebog6Vk7S/pub
The Curdled Web,https://docs.google.com/document/d/e/2PACX-1vSHaYFpbTIccp-boFYlC2BJAOmbYPWucWbMNNBpbpPRejKa3IyaaWeBSC1NqQBpeDNxiEqZ4D84rhgK/pub
Trouble in Tuffeton,https://docs.google.com/document/d/e/2PACX-1vQ54wFtu0RUfx0cnqMbL0GhWSQTShSIRCa_J4KOjGAGPdqWFz5j9jpNWMyZ0uG2_ThPxrojOkEOT4js/pub
The Lines Between,https://docs.google.com/document/d/e/2PACX-1vSPwRyeRkvwkVMmj-qzTbZOC6NPuKa3F_-bFW4ykiPxc_ADjHDZBnKyaq4ipEYy8sz_-_wUtRhqkytG/pub
Origins,https://docs.google.com/document/d/e/2PACX-1vS8Ao7qGjHS5MGobQHBJBIIKIk3j3Kupi0DPgzGiYcbEQ1zAL1mg94zbIqVvBs56jG4XjYypK1qHBA8/pub
The Baron of Bricks,https://docs.google.com/document/d/e/2PACX-1vSB15ZQG28uHDEpVBrxMm-eadMgUjEkjXslrVxfszfvjmg1CWj440xaqgL9o3P-icA8fkD2sp6uN9Ip/pub
Big and Bad,https://docs.google.com/document/d/e/2PACX-1vQShA-8UcGEQ1R73z6FckDCb9EaA_ZZMc6BaQclS4b8xDF_FTLsabJ17I548cScQI0lfu46UDnHxSnG/pub
A Warm Heart and a Tombstone,https://docs.google.com/document/d/e/2PACX-1vRc3LtQ9zDG6LVsVO-LSk6HfICcc2I0DrZo3hCaHX0xYKmUWRRLpEwWBYg06NjyHixw2hBv4ylR3F8m/pub
Terror on Toy Island,https://docs.google.com/document/d/e/2PACX-1vTaaTZmf5CpyXOFdsOH-0MlulLxE7gtVag449V9IzWN6AdLbTX6VOglwU7yTa7KBqwFqDPWzuf1J6pS/pub
Daughters of the Crown,https://docs.google.com/document/d/e/2PACX-1vS9JcK_P6k7SF84EFswBdHc0TFHfxf14Hhgp9bQEijGnD9p2T4EbaSWj8WVrh2gHSjt0qdp6KeCEda9/pub
Leap of Faith,https://docs.google.com/document/d/e/2PACX-1vTVsZa2WH1PgOO1qArU-FW3yFGfL4WBbBCbJJkjvs2qOXDTC0fFraBzczzY0RscSiVu4j_D0v8nw_Pd/pub
In the Land of Giants,https://docs.google.com/document/d/e/2PACX-1vSEiJ9uwcPOw5UFUKvdK5o7JCGu0PLR4Qj_Zvmj8gVPl4rqZm2ifS15IxZeiwkw1qZQTS4RGKeRluhy/pub
The Last Wish,https://docs.google.com/document/d/e/2PACX-1vTJiiuXD8rEPv4FWj2NbO4sGuCko19WsCoa_kQ8iY9mFrf1gCWCwfA9mZXYK71LJanv64Pg7BMsL9pR/pub
Fantasy High: Behind the Scenes,https://docs.google.com/document/d/e/2PACX-1vRqgW_j0-u3zrFQM2B3-MwA9QygriEkOTCpiTmyFt3HO9B0H0cVzia0x50U7bss8nW39BXN92ci67J1/pub
Escape from the Bloodkeep: Behind the Scenes,https://docs.google.com/document/d/e/2PACX-1vTHPp9PQySsUZMRxUc2PR7FR-ecNSa-j_jSDE6CRrCqcRk4pujg2oRh6B-Us9iOVQZtRdvTCOzgFKvR/pub
Behind the Scenes: Brennan,https://docs.google.com/document/d/e/2PACX-1vTcmtMqsofdZumTypWe8Ru_VVXafTlGR3cVxTVt1eeWd_p-QRi7gKOgrNj8CFtEWrMGRVkiI7nk01FO/pub
Behind the Scenes: Murph,https://docs.google.com/document/d/e/2PACX-1vQdwj2oqe8gJ9EF3Th1hdYuOZ0wUMi-xijA-IDwpUZq8lgDlFG6Xxov1822ZZcOEdTDS_6VVyLA10Dt/pub
Behind the Scenes: Ally,https://docs.google.com/document/d/e/2PACX-1vTrg1HZKN4iEiuM2Hn96EmWI8ikk6hmXT0n5rV4Jh7eyKN21SY-Du1gpulCwOvQNk6nSoMYeYPi07Ue/pub
Behind the Scenes: Zac,https://docs.google.com/document/d/e/2PACX-1vQIiBt3LBqLPW09e_2Yq4n9Zj3LmJ6UhIWQmDuRHdfiUyLCW1GTGYYjlWOw7TrM_ik3DhwXaJIVyFpv/pub
Behind the Scenes: Siobhan,https://docs.google.com/document/d/e/2PACX-1vRKIh95gwApqm84CknShtaQ-IxlnOyC-OPO-TGmbsG8mlyYx9R0OEeXw2IFmSvvVBlmMvBV5sUoasrK/pub
Behind the Scenes: Lou,https://docs.google.com/document/d/e/2PACX-1vQ4KdZi5JyaxCWPH8PPm7A9Gw_J8_QQVny1hvjx-cNqYMonM8rBimeMWL3z7T6cv5LaBwWrq-xDU2mt/pub
Behind the Scenes: Editors,https://docs.google.com/document/d/e/2PACX-1vSpWY8HiBPm92q5A9jtwhMxeHHHldd-n-icT7UaT7_fFdHnoTpAEmDG1sj3vKZkD0R_wj0oWSJebN-T/pub
Behind the Scenes: Emily,https://docs.google.com/document/d/e/2PACX-1vQZNDmfZAuWo6kAccuFTdnVNL_rsqIg28jw6D2wHfsmBC0XiD6KLZWbxjoleFt-w7TbNO-GbhVzX6T9/pub
Behind the Scenes: Art Team,https://docs.google.com/document/d/e/2PACX-1vQzlLtzHlfMJ8tiSBMlVwSMZ95Y493ZsXY2tgrQscQbSVxakou65wPhaPxCebuGgU0uL4oVUuqR-a8W/pub
Behind the Scenes of Dimension 20: A Crown of Candy,https://docs.google.com/document/d/e/2PACX-1vRCbjN61TpWCA7k3wUzAwn613f3yV-XYGW_bq2LnpPJsF20K3fNrWtKovp13AkhBK05vHkCvB-gx95p/pub
Starstruck Origins with Elaine Lee (Part 1),https://docs.google.com/document/d/e/2PACX-1vSrqEgO1VgLjbnDAlOLjRDhRScYS3Y0CGpMPj1UcL9Qs2JydI3dYHh2s5GCekF6fe4w3Bkf58VseSAG/pub
Starstruck Origins with Elaine Lee (Part 2),https://docs.google.com/document/d/e/2PACX-1vSS1vBzQwtHFPIWvv_-mGIaiWxBmrEw_UxGvvcFo-G4QoADHRd9_aWqH2D6Eq8mGG8NSYFDcck6xwN9/pub
Starstruck Post Season Talkback with Elaine Lee,https://docs.google.com/document/d/e/2PACX-1vTSHk0sx5FGvLrx0foUeSc_kDbcfMrDYJGPYGIsTKjLHP0CUq2iqqx2SwRprPp1MabvDTrUXemlqk6j/pub
A Starstruck Odyssey: Behind the Scenes,https://docs.google.com/document/d/e/2PACX-1vQk1kgJA25WOGfz4EhfapVG7PH4F_YfhMPWr1Oec3oNqLkAGc_o7FQjgaz3uPQ3g1YYr_Gkt5D14zk_/pub
Wally and Gilear in the Morning,https://docs.google.com/document/d/e/2PACX-1vQprrMuKy3uBhUZ7nYMIttXb6Y1YYK5-nm2x-oTkJ4RotW3efUB1gVypJ4y8nEsUi2xy3vZ8Pw94Df8/pub
Parties Are Weird but Friendship is Dope,https://docs.google.com/document/d/e/2PACX-1vQlpktWyBW9V0Li-YyPTRRc34HHwh-onT32G_el1CfMXlzyJqolbyk5g4tRdf8Jcx1l5n-mE-AumWn_/pub
Problem Players & Troublesome Tangents,https://docs.google.com/document/d/e/2PACX-1vTVdri2nnnhV2aukpmjTGk_Ktr-6YhjxEqEfY5fI75YhmdikszgyXTYKJCDMcsFbXJkUxv_Un434AQx/pub
Greatest Nat 20 of All Time Transcript,https://docs.google.com/document/d/e/2PACX-1vSRrnsD8N0Fffz1sxlszepyYdOrIHMocRpphoRbCeeLO2ZkRmxf2pRfkp6DWuWLDqeyKkW_7suzT87n/pub
Fireside Chat with Brennan & Friends (Part 1),https://docs.google.com/document/d/e/2PACX-1vTQIU31Y58OIiLww-CbIQ2RzPjDs3gFJclXlx6Jvh1Xbu-kc-6uBVTudT0XwMar-nlvKTyVDAt8SLyS/pub
Fireside Chat with Brennan & Friends (Part 2),https://docs.google.com/document/d/e/2PACX-1vS1qoX4ILRTzldurXMpx-pMvky2U2hPwhKee_DMRml0v5H3TsuVMxLCQErle7VioMh8ZgKi9wM40pnb/pub
"May 13th, 2020",https://docs.google.com/document/d/e/2PACX-1vTQHpdCJxMw2YrElKDg_4fhrYl6FJFtm1d8tiHOhHWonN4jaTcP5oSUgqusgla-tfazAHGlWNWeveKo/pub
"May 20th, 2020",https://docs.google.com/document/d/e/2PACX-1vQWcGyjMpwak1ef8hGbatonwP8aiJybtoRtg6ucOS54sCLKgnEjmPyKUb2NMEuoNZhdmvft8Rawb0DK/pub
"May 27th, 2020",https://docs.google.com/document/d/e/2PACX-1vTBtt6Iya8g_LBfDCLAEJEU9OfvOopd_qnmLdhO1PKgyOLaMuPMnk0ukqzF6ztY0z2AVFWG7t-kKhA7/pub
"June 10th, 2020",https://docs.google.com/document/d/e/2PACX-1vQyBT68EQsPdQHtskx8fj6jzyOE0_2vhs3IrcJ-kTHxcK1VwwafX5TDFkyOLcw2-qO1KeziiJYL2oCR/pub
"June 17th, 2020",https://docs.google.com/document/d/e/2PACX-1vSHUj1Tc_dqrJcd-SVvVZrFV9mC-7grIvq3XJKQmBxqo-b262F2JLEknU5kG_H99aG-2gBxZZmXa2q_/pub
"June 24th, 2020",https://docs.google.com/document/d/e/2PACX-1vQVzjYarQEsbMKmuoqYLvkM-9gNNK9Kv6R4h_99-2ZFvzRG95rTA3GYITieuXDuoNvVl8vXgVAsj4_u/pub
"July 1st, 2020",https://docs.google.com/document/d/e/2PACX-1vQ9G0l8QpkhyaRSCHGLLw3tmrwODXf3Bw_PSygvF2-ZHcNcp7GmutagxysHqPmyVtuCnnr7fMdzrvp0/pub
"July 8th, 2020",https://docs.google.com/document/d/e/2PACX-1vR9GmkRtK5MZFlxZhDyXrCqD8EHZ0EtxvtrHZc4Igvr8sATD74X7cbZPwaGHTwC71Znt9x1em7xbsl9/pub
"July 15th, 2020",https://docs.google.com/document/d/e/2PACX-1vR299_B8rgpmx0_laKc2hkmhRKZ8eeWbp0k--sKYsMSTHUW1CYcVn1eAoWuR4bncCawE5EGkug2cdET/pub
"July 22nd, 2020",https://docs.google.com/document/d/e/2PACX-1vSNzZ4PwYDChvGwbn1c90Gs9LFAIv08LYDE1ttKXuwfbmhBWvcYc3HkChygIigm5--OMNZ3KGxFW0bN/pub
"July 29th, 2020",https://docs.google.com/document/d/e/2PACX-1vQJiCGVnT1s6fudA_ox6-lc0B7RuA0AKNMoY0DV8bFNgcfH1YRVT2scr18UX0badHNxRV6NqgjPlGBM/pub
Are the Dice Scripted?,https://docs.google.com/document/d/e/2PACX-1vTo8JZVYfZIoyWmjYRC6MhsAAoaTAndA3T5pO0SC8DRmVSifiN6avighNBdPWK-Oc9hft_0rki2hIni/pub
For the Corn Cuties!,https://docs.google.com/document/d/e/2PACX-1vTr3D1xnj0y5sLVeXv0Yxa83yd5B3CgDlPx6xlzsdi4UGNyDh7mLIOkLrIoKABdpXX50GCB-4A8xErZ/pub
Choices & Voices,https://docs.google.com/document/d/e/2PACX-1vQFx454yavUGhVosxCHtGrQ6LSYdczCQSijIDMRxtDlCA1JgVm05kntsyr_xi4GIp-bEfTGuJtHBaKm/pub
Zac’s Big Day,https://docs.google.com/document/d/e/2PACX-1vRu_bXWGZuv9i4kxE_NVj5k-FwPvRPr6_pVktigCsrq_iT4FQY7OzEDWGb2iUs4IEPewlDUjr76hoF9/pub
The Jeff Goldblum Episode,https://docs.google.com/document/d/e/2PACX-1vSGhcC8xknw9WC940S92Vmwl2lPhfe9P-Tfxapk5ZBZaaHxPCAEEJfV1RotuQpUwy8-r4G5t0U9vXbw/pub
Welcome to Denny’s,https://docs.google.com/document/d/e/2PACX-1vQ1_N22vYSiPcBUaBKDcIxvRukKNkx6Tq4J9_ovi9OsaAfRC74nxVqyheOmqNOX7vqVmM40lRkfrRoA/pub
We’ve Got Ink On Our Hands,https://docs.google.com/document/d/e/2PACX-1vSDMu_VTcXQbYM8fqcAu6_p3vDOgXKqmBTOHodoAu3fOSENgrD9i4Wz31vM7i39U-isvoxjHH9y0Ug4/pub
War Crimes & Good Times,https://docs.google.com/document/d/e/2PACX-1vSCj7gtv0X-V7CfF8UyN1nUVDYCNw6Buc-gAEJbkgr0e2qL8aYTSfZnRvvi3ol6oDpUtmPTDgcPJx9l/pub
"Protest, Justice, and Black Lives Matter (Special Episode)",https://docs.google.com/document/d/e/2PACX-1vQiFCnFQU9rSohRwVdGL1aszX-1-laSNz468wq9FFIP5AQUNOBBmrwbbMxDnrG7ZUzh2KLGybHa3eAc/pub
"Slammed Down, Big-Style",https://docs.google.com/document/d/e/2PACX-1vQugGecpq1tfDrP0AkPBKIV_S2M37IaB4zrNP2awvbXif3E1KOPsbAL7gFjWzZdMVkk_6jW1rh6satZ/pub
Soft Hugs,https://docs.google.com/document/d/e/2PACX-1vS-LgNVjyws1fvNtiR0fa5n0HB7hQ7KhkCxkqJIXSO0Bx3WCcDpMKl8OaWCiJdwAHAr6Jho1cZr6Sp4/pub
"Twinned Down, Big Business-Style",https://docs.google.com/document/d/e/2PACX-1vR4NgRH70mT0htm7R_pdyPZMdUoQG7h2bafvCtsdq1-pH8bM5pQl8am2og7H34wkcqzDQv60Y1dm9wh/pub
Choppy Skullduggery,https://docs.google.com/document/d/e/2PACX-1vQIa08W9Tm4xnqbaWmRNzW7slYb5Qsn0sM9qcUAR88cgiJu1pYzr9Eyfw4jOELSvqqzeJ3nJYkgzZgf/pub
Dom Or Be Dommed,https://docs.google.com/document/d/e/2PACX-1vTRXgjRtwKlbWk8evrX2Mya7pzEbzL2bOoXd77-iq3Rb1TdORqfWUXABxpEF5ihWzWo9XHcoAS2q2NI/pub
