index,0
"Rude Goldberg and Eartha Crit, Explained",https://docs.google.com/document/d/e/2PACX-1vROxsFDG0ijO3XzFCWcQj13F_pow-v4i0XSAp6Oz8muo4zeIexr6KUejw4TYphcOvRkuQBXoKBBRW-U/pub
I Stan The Protestant Work Ethic!,https://docs.google.com/document/d/e/2PACX-1vR3SH3IpPnToleWCgMVEjx3XQDa1T79YAldbkSLDePXs5xNRfMxnOY7P2ykJm42aTaG2DnxW5nBDpYP/pub
"Burt From Ohio, Thankyousomuch",https://docs.google.com/document/d/e/2PACX-1vTQmNxc-MUAckTsQ-snhXKewAOFhjytVnRYdLSD_mRNYgUjBUtfF-n8wdB1zRWGVVEK_7sXwLgURRKF/pub
The Wild Childs,https://docs.google.com/document/d/e/2PACX-1vRyTc8h6nylueK2GjM148um4IUTuYn6mJUlFGl5KW9nScOHSgOa7KqNUvjwGNDbtrtJEg3ZjDy5RLKM/pub
Look At All My Friends!,https://docs.google.com/document/d/e/2PACX-1vSxKkFaK3oGWRuQV2WCY7nDTsyevuniMoEd_6yxyZYj_Xb4fUy8dR0ahp03ybyRHCASzsP9mtv5QZrf/pub
The Buccaneer Buddies Reunite!,https://docs.google.com/document/d/e/2PACX-1vSCVdEUZOHFzK6cp_7mqwzhNjHGT_L3voENsjZ8mkWWfDNlubbMAazAUivmfjXfF7evt-BYgUHi7jYs/pub
A Ferry Special Episode,https://docs.google.com/document/d/e/2PACX-1vS0Xaat1eoKCTMHDrLMkhdBlMlI2cKaG_UDZRfjV4P76Dt7jTc28ZmW-1Gg_FeshJ1FuwxSPiCTwycV/pub
Bon Mots and Bánh Mìs,https://docs.google.com/document/d/e/2PACX-1vRNIYIJMR8xGIvrgMYJfMnuyaUwkpO013OYIXDpd33SaA4PyXGHiQpj3Z876goouEIC_cVbHHE6acbx/pub
The Yellow M&M Is the Funniest Guy Alive,https://docs.google.com/document/d/e/2PACX-1vRlfR8HXxg9REels7hgyw_OCuuhxwD2lHJ8eXFBVn7Ypzse_sQDw3XZ0jDFBrKJBCWL5UCKO0LTyVVC/pub
The Perfect Stack of Pancakes,https://docs.google.com/document/d/e/2PACX-1vSBPmJwFgk4y-ykF698hPXoYTcGq05z94mfNG0I8PHsHRQ02NU1PtjyYfG7wMoQrulXk2jScJMDSzVs/pub
The Person Among Muppets,https://docs.google.com/document/d/e/2PACX-1vQMjn34G0AXszIw4oP4I5WjMZoEFsovCPGS3k_sKS97JDLIZJo7MoiDfL6kNLzZyrJcOmWTSsq4AqOW/pub
Thinking About True Clowns,https://docs.google.com/document/d/e/2PACX-1vQYlXPO4OpnjQeOOCTBkMbK173oprbMMM661xEjf2_hLqCb-cT2523dj60V8c3SRwVLnDnIRRocKuAV/pub
Character Assassination,https://docs.google.com/document/d/e/2PACX-1vT7UHYckX4jR7kBkx-NBvfK1U15wUifbpD46PlHyCuX_VvTDyDxPKWfmpOQaTnoFztkP27vuK22_6GQ/pub
#PrefluorideBoomers,https://www.google.com/url?q=https://docs.google.com/document/d/e/2PACX-1vTtrjKmdAdN7NY1CCgLWjEPpT3dKaGuTr2KRxO6L7he56B3IDCs_Kp6ZoBxvoz8ybbT277d4VvHxTsk/pub&sa=D&source=editors&ust=1612455633757000&usg=AOvVaw3zWrvu1PHwFY-6NY6SeZ8g
The Bazathrax and Baby Podcast,https://docs.google.com/document/d/e/2PACX-1vR8xY9fTNwmKuHjMnZPY2h89R5MnQcKIlQMDvRQSDaOW4qPSlBpIdzRQ9AX_Lq7b7WREeuky5LLcKl8/pub
This Show Is Not Frasier,https://docs.google.com/document/d/e/2PACX-1vQoD1zUwXE3d3MG3L63F-iU7K_spEAuhf9E71psPA0iNa7HwLIsklYI1cJfxnXYqilj_CjgAk4IXHHR/pub
Referral Code ZACOYAMA40MILLION,https://docs.google.com/document/d/e/2PACX-1vRvX1sejccUtlsN8C9ZrLjIHhIKtBRX1bCV9hsG3nC6o5qOf-NQpWypwme-LIbfwQ6jWK5M6ugBBqO0/pub
Dog Singing and Flesh Papa,https://docs.google.com/document/d/e/2PACX-1vRepcZ_AfK3kvVhYJ2mXtlZLjbbXqthLU-rN8L7oZk1fZKEQMNy26qsE18L4TEHuLNz8U1L_riTUhWU/pub
Intrepid Bunnies,https://docs.google.com/document/d/e/2PACX-1vTpTVdV5Jyp2LaQRjYZFTV_Wezs5a1Olije_WgRLSFbrh7J0iO6H0iDEIhFWpBBdN5FEDvHBdPyJbVY/pub
The Lou Show,https://docs.google.com/document/d/e/2PACX-1vSzlLul1DqM5GZDqRFIO8yMMlIlk5tRlwU2MyoC4OT91bWLGx_6ClYzNT19aawJyYE6mEIAWz26w0kY/pub
I Really Miss Smelling My Friends,https://docs.google.com/document/d/e/2PACX-1vQEpqPb12StIeFzS3GweiflQyIVGlxuBaS-DQv4SCALtwoMg6SsI-SVxmhLAQysnx4b5R210WCUPFMB/pub
"Cody, The Kids, and Lorne Michaels",https://docs.google.com/document/d/e/2PACX-1vS_32KohQ0IrD0pVnx8PP6cuRbx2fVCoLgDfDat_TCdrSfZB1aNI4gJu0xEtAVILxz_Kgs3YqkfbtXG/pub
Crew Edition,https://docs.google.com/document/d/e/2PACX-1vTbgjGnrL1OCNUUcuI4Ze1wxKc_4utqVPBxLy2b6QkAV-377tBnCKC8HPTsVpWSxBoCjKpnrIBPHt3L/pub
"Say Hi, Sylvan Sleuths!",https://docs.google.com/document/d/e/2PACX-1vQ9xgekQG-fheO4Y58IuBBp4BP-UryO8Yu-uinV3Y7U1FCrIX0uTcbCaLQISnox9AYKsre_8AtNbJpN/pub
Tisching All Over the Place,https://docs.google.com/document/d/e/2PACX-1vQJ0RWa5SbJFHItOhezz5IGG8w6VPj0ARShkVMGjQiYkBXC5XLqm37GCfUFNhfa6r2hVHFbvCj4fTuJ/pub
The Donkey Vibe,https://docs.google.com/document/d/e/2PACX-1vTzj76Opp1M5UthhuBXgRTgF3FNRcnktOKBRU_0wJZPXtItb2wckoin6UrdVDPzV69weNlM8XDtLz7H/pub
Masculine Fertile,https://docs.google.com/document/d/e/2PACX-1vQOyJH-s3iNLBlSGUZHcyMC9yDnq9e_tSdfLpIijxsrx2yn0_gunR33oA7YpxGUXRUb4ntLpuDk_e6O/pub
She Already Happened,https://docs.google.com/document/d/e/2PACX-1vTulH0RGDzkVCT4qqANbFPGM-JETp-Z2AAKUBJoWmFroKd4F3EDt9Rs736s7b2BlV9IuIbXXlzM1dxp/pub
The Roll That Broke Brennan,https://docs.google.com/document/d/e/2PACX-1vT1QBrbae2sw3e5mWOJVKaj_tU3Uoq4Wd0zzwJU3-g-hojJBWXDWy4fnvBvSt8v-Xg0eO2_lozD4xRH/pub
The Kevin Bacon of Crime,https://docs.google.com/document/d/e/2PACX-1vR0ycmt45ys1jrwAe51Ew6D4RfrPfOgoLm2KpyGuQxaBQRqm_VdyJ1Hr1mp30vyOR_DTl5jZZ-KDeMe/pub
Fashion Show!,https://docs.google.com/document/d/e/2PACX-1vQX97eYEtxxm7P99UAa2BgZljQVE3q9tFubXJczZ5ODyGQZ4VLI9JXh9TRFX4YGmeh_1y1EegDqDBqn/pub
Ass-Ass-I-Ate,https://docs.google.com/document/d/e/2PACX-1vS4_05iA9Nsz4lNCbxhEAyRlj_zRbQdP2Or1TVEzgctIbF4HN-BsqigXYxoB8NhkBgd6PE-Dldjp_Sv/pub
"Farewell, Sylvan Sleuths!",https://docs.google.com/document/d/e/2PACX-1vTOn6KOC0_vYkwtDbWV1b60YSDB3WuNdLOuwYALRILTaYl5AfDcHasT_esknxyZ84O6KfUUdtEYTtxG/pub
Behind-the-Screams (Crew Edition),https://docs.google.com/document/d/e/2PACX-1vQayldQZ9ZBHkv7EMeMTIT-AP82Pwjzd2y0Xl-zbDPtBnts8bz59b3Cn_p3I5ha91V1sviM4-XYFfoq/pub
Cluck If You Buck,https://docs.google.com/document/d/e/2PACX-1vTNWEMsjW0lGJtxGxYDlyY7nZQ3eVFOQKsOXHVuownL7Rl8KmTadc2Df2g2jNQy2_YEZRpEficpdC4x/pub
True Facts About McDonald's Apple Pie,https://docs.google.com/document/d/e/2PACX-1vR2YzfwM-XhUMKrJMp8Q75SrZX0UanHndfg9izBvQRtaLMjUhDU1Zc9W-8fSfmZnamf_BZoelrWtlDm/pub
Wet Fire (and Bad News Brooms),https://docs.google.com/document/d/e/2PACX-1vQ_VePzPWxwIXhhTXinPi7uoCaR488rOGsXjvRpN4nR8P6zWmEzRCjcguHrCAE84HsEX4Pbah75MPzb/pub
That's the Squad,https://docs.google.com/document/d/e/2PACX-1vSmEBgO8Mf6XpMKSjb5wQh4IOFV1tS2NLonRDQkT6_y74aMbL4ZDILygplztpJ3YdJfZ13wl5lAq3XY/pub
Everybody Put Their Little Stank On It,https://docs.google.com/document/d/e/2PACX-1vQM48_gu2b4f1hx-QjVMOH1eahz-wlpsvqqfx8kNtT-5lPnM0oNITcfJZydZmS5EMRXQU9RwH5n5T5H/pub
I've Never Been in a Campaign That is Hornier,https://docs.google.com/document/d/e/2PACX-1vQVKrO6IPRCz99VEEuVLwa7MFS9W4LP8GqjbxZIuLC6ONaEVhD0S167sp2HxaIjewlEQ1ro6pccR4Qz/pub
How Was This All One Episode,https://docs.google.com/document/d/e/2PACX-1vT8-ccYQGvvWhAah_stMDPjOFY-2iNx5q00BzDmUKJtLuTi5-Aa5Fqf3pfMkHxy5e-5PXvqItGGT46e/pub
Schrödinger's Double Slit,https://docs.google.com/document/d/e/2PACX-1vTCUKKgI97d830TID5bOyOs4E74Lwm022-Yu7uB5yob4_BQKw8kPdShzTL-l6uSjTH25hNsNlhxNrot/pub
Party Fowl,https://docs.google.com/document/d/e/2PACX-1vQ6h32NY0BEdoE1cesL_30Hv02qGw8qsMJMfHA-_wADRF7gaREFlDvu9l90WRuKvRboilHQZcBUGTIu/pub
Everybody's In Freaking Mirrors,https://docs.google.com/document/d/e/2PACX-1vSyG-KXdRja0B62OeaHl9Ngs4hvoMcjbE_a8aS-HaJTBtEeVgV8Pb033EODEZBXvtN7rXfCOVuu_Jha/pub
"You Did a Murder, Girl",https://docs.google.com/document/d/e/2PACX-1vRG96ELXXNhDr6bKd99PSHoIVKl2eJYxx-3_HbSf-NC-Ne6mRtOIZNK3YtqSeyu61WARKt7CNymO5Bq/pub
Booger Lee Mulligan,https://docs.google.com/document/d/e/2PACX-1vSsj7GTd_BomtWz5HWG8N8HUE3hXLfhXCTnXbQZsunuNh-vaV5h2TcNG3DRe-kosrLEBXyvq-gumTok/pub
There is Nothing These Women Cannot Do,https://docs.google.com/document/d/e/2PACX-1vSL81UPDdEIm6wo9Pe8Xt3KwFjb8FjpVCECX5MMQ9sP68r6fJt4Wf9SU7TQ5lZIsCS53wqcP0FnSnC-/pub
I Get This Insight Into  How Your Nasty Little Mind Works,https://docs.google.com/document/d/e/2PACX-1vTWy2Pog3R7hITBNjRRpEXh__hBwHXyFlCL2-YBkgbEwY2LN_BTVHrt-XE8wDdYpyezX9bq2SUgD-Ip/pub
The Ending of All Things,https://docs.google.com/document/d/e/2PACX-1vQJB7kzhgW6smzCug0hxfj0mkvhhLUs6F6rmvIvn2__XTmynXYzR07rD-2d04e47q2JHtTObZLMz9QL/pub
Have You Heard Of This Thing Called TaleSpire?,https://docs.google.com/document/d/e/2PACX-1vRSmnMYSC94XFt6PlUEsTyuWnEA2bD1POkxmk3eJjTzegqXAH0S4SQpKvHWuPc86o94zJFsTPceOfbm/pub
We All Felt it Was Therapy With Brennan During This Game,https://docs.google.com/document/d/e/2PACX-1vQB8nV5QO7weBkq-vwkZMGmp7E6MsGQ-oF9DXIBp8Rl-qj_FWDSZ6YGrJ_KDWs172tC4Uv12LC9qCGa/pub
I Pretended to be a Wolf For Awhile as a Child,https://docs.google.com/document/d/e/2PACX-1vThQaIXsTj_AgotvhfuKtG1SfhOYTtWif-PNc-TLVS3To3POlP_UtSJ-o5OWl-LXRCNepTtb9Ly7PbJ/pub
Everyone Put a Finger Down If You Smelled a Chair,https://docs.google.com/document/d/e/2PACX-1vSgA6TbDLBbUtiKiF9evDB4WKrSzZdNeDp0QzPgIgbepFTx5qYn858HAJAla5LxOv-IJu43t3dENdKb/pub
That’s The Beauty of D&D,https://docs.google.com/document/d/e/2PACX-1vRRKLF-HQUqBZnlHNODNYdgXvm3bwKr6WPMozKLkgPoDdlbscc7ev72Oxo_1mdU1Rd3Mvk0NJKdP42a/pub
I Wish I Had Bitten More People,https://docs.google.com/document/d/e/2PACX-1vTmvCcJGawBBhBxhwFW_TUIwEmtgOx3TYVB8l_D_C1X0qR7031YJs2C0DzsAKNfXk8wjsEE0QhbSAZ2/pub
"Oh No, I’m In Love With Chupacabra",https://docs.google.com/document/d/e/2PACX-1vRKxSAzuc9pYFK4HZnyeXzm8EPH32dA1UoimBe_7vy_3ybcdXkkqVGLSwH4AwpMr2L763nbONmRW_kk/pub
Our Tail Was Not Between Our Legs,https://docs.google.com/document/d/e/2PACX-1vRKXwt2ynA3IsfJG5CGj2BPgIvtRmu8FpjO66A7r2plG8JzKGRBc470Y2IUG4S1AvSJLgApmKEvaZ33/pub
Was That the Worst Social Interaction in D20 History?,https://docs.google.com/document/d/e/2PACX-1vQU_09tK-HRQh5tDO0GjEjXM88eK_vpAng40e2ugiFWVWfGPW-vyLJeu9JyPLWqoNmZGLGkEh1dw4IU/pub
The Ball Continues Rolling Up,https://docs.google.com/document/d/e/2PACX-1vSkVKkxxgIg5HWj6l4MpuNy0jqNkhVblgny6PwlFSnKO1fvXwzmpWUAxLXO0u6HRoqnLca5uBy4nx27/pub
"The Chaos, the Chaos of this Episode",https://docs.google.com/document/d/e/2PACX-1vQrpA2QHvuYB8lFrU9mS-0TohlnFOYLK9HNOGdUi8WOwZEsAw3rZeGkgAxjgVNJF2uSlFb_zhXa-PiU/pub
"To Me, This is A Perfect Battle",https://docs.google.com/document/d/e/2PACX-1vRwPysmVQTl23O0uVUf2JGDVTA2yFw4jVhcorkPtBsQ04AmtR9AUG9vYXrUjzjjMiSNO46hG-iClbY8/pub
Hot Dog Wrapped in Ham,https://docs.google.com/document/d/e/2PACX-1vQvb5L-_kucLyh4xLMq_NaCpxZFs29RJY8-HcKjGEEpSkPpZnjPQY2AvkfCgw-yslvgROOUNkC3vVOy/pub
We've Never Not Hot Exited,https://docs.google.com/document/d/e/2PACX-1vTu8-NVFlwAsmM7-0BVNT3dAqXv-1xCGg74WUs1EJEmOlJu0l08nsEyu68TGA0kzNWY32X534cjfm6k/pub
"Cool, This Is Not Going According to Plan",https://docs.google.com/document/d/e/2PACX-1vSPRjrhq0gP99Bf4Nm2RBJt1VwsO9ixycEvsxyS-VqaBUEMWdTYREF9w47MmRR_Kmbm8Q3z21Ws7Ugy/pub
No Heroes,https://docs.google.com/document/d/e/2PACX-1vQsSdNoTYfwBftqobuM4BxFlVqxaD3MHEy7VlorQBucxCRPrq7QmaX0o1X6Kf-n90KaTokwTTSbBscD/pub
That's When the Slapping and Kissing Starts,https://docs.google.com/document/d/e/2PACX-1vRti9uxnmcYqkrMjkGisA4JEexZmwEKdCi-DZDC3H9RGV0L0deVKg6y-47CVwVv7DjyqZcRpkBmA_y1/pub
Randomness Lets Something Amazing Happen,https://docs.google.com/document/d/e/2PACX-1vTOZh1g4VdqNOzBxnxMy4GDTuqntfjrnshSjd5PW5kPCFEYGSCbW-X3se4AMC5_RdTW7rnmJjf_Dyfi/pub
Prelude to the Tight Pony Episode,https://docs.google.com/document/d/e/2PACX-1vTf-ED2a6xd5_rOtvsA1JpoVzrQ7XltITuYPPxbdHJ1Cyckna57gI58vx9dTkEuuBtITCLXNeolzHSX/pub
Riva Mάs Vegas,https://docs.google.com/document/d/e/2PACX-1vTU1DZJSBSV1tp9rkDUx9JLeJhOFQ7IXU3ZJ1WIWl3pQgudwiP-jIF-KKASYwQil3hBN063fIopSjQT/pub
Life After Debt,https://docs.google.com/document/d/e/2PACX-1vSC9vI-KX77zsL_SvN3zE3EKgZ2vvGfGtagCsZKoovethCs7oGXt-oT10yxiVEcYCjnS_es1I7JkXeb/pub
Snake Eyes,https://docs.google.com/document/d/e/2PACX-1vTLLchKW6OhzgABVZ8Vgby9hibBwgotDfGc5syTtWTUjTpxGr8v9hgG6IvsGpz4uy9Opc1C4Aqyvn9t/pub
Plug's Butt Ugly Podcast,https://docs.google.com/document/d/e/2PACX-1vRaTOVAFT20k3pyxVxbIi55fSuBlPQ3AdIcO9i2chVfghyhBTTnYpY_kSiNTDT46SzBrXMBDnrGURa3/pub
Prilbus!,https://docs.google.com/document/d/e/2PACX-1vTEZoRRD2cOcd37lWxc-Dq6pCnEF9md82dy5FDaS2OQF0rOdOIrGEswwMCW89O4xhBko870o8jTM___/pub
"From Running to Ramming, The Wurst Story",https://docs.google.com/document/d/e/2PACX-1vQnJEu1getVw0hovrtvK7WWsQu4Fr-nNko5be428gIC_cCPHHMggUbzgsr3D-kBao2IfFE_tjAURJbf/pub
No Middle Sliders,https://docs.google.com/document/d/e/2PACX-1vQLerPct1k4YuTIv6USr-U5RZDiWrqNgVPc7qeqFIfnohyYMsDZSj-PTtqapvUESSrhjBvD4Q2b2H8k/pub
All You Need is Stab,https://docs.google.com/document/d/e/2PACX-1vTGMy9gV1yFx0-nbcqVOSoYNGxVkmLf47AT5oH1Tv0-lszHhCW-qVASOuGDfGT9g6NQn6s3z5q1u6wM/pub
Bat Shit Mountain,https://docs.google.com/document/d/e/2PACX-1vQnR01p38we1v3t9CbjX1HGKosWkgRRcil0_jS66o9n2q9BLJwZFaPhfm1-VUz1FLTto7TKiwKL1Jf5/pub
Trope Queen,https://docs.google.com/document/d/e/2PACX-1vSc4xfiM42HotfSyodXYwbBm2rx5ULeLixHb2Lz_kpHA17Ois3ixi5WeJhd5SkVhGeFOSlSqCX0tBVt/pub
Werewolf Sex,https://docs.google.com/document/d/e/2PACX-1vTbj19bPEPhMFIl5OPBYfW7-UYoSONZ405RyITAiTHKJs2Nm6OgPYngiIzQ9C-Mld6Ed7_e6QE2VBLd/pub
"Hideo Kojima Mind, Activated!",https://docs.google.com/document/d/e/2PACX-1vSGoZ84t0PyxzRLnAuqz51cIL9_4Anx1vX8CosVJuAZm2zPROLqw0RjHRLJuHWMUhj4siPRSsHY0cT3/pub
Let's Do Shots!,https://docs.google.com/document/d/e/2PACX-1vQMlcyZvu2BIMiiWd-wjWjEeKl-EV9-7XUfdEfYF2mjxg8pxR9DfOtSvD4BqXmZcRJ4vsBcmwCKaTl_/pub
Butthole Incorporated,https://docs.google.com/document/d/e/2PACX-1vRqjmo8SA6xnJIeMFp1VTliYMn2nOBblRamUKf2uvLFLJyMaKIo9NVev8t7kZqf_1TwocM_qwAHVmJ6/pub
I Demand Satisfaction,https://docs.google.com/document/d/e/2PACX-1vQPEdTdArbocbpk8nugGsLrPgWM_8aW5W3dNU8ntOeYubzN3kOSwuws4uobpJrFGDOOqZU0IkNj_geU/pub
A Diamond Doesn't Know They're a Diamond,https://docs.google.com/document/d/e/2PACX-1vTvlJZyGF9fHyRc4XTI6j7XsvfUHRW6Tkti4Zuhtv8YX5q1531gvnb1bGuD7FG6ao0nx5h1Uq-e8AYv/pub
Was Your Father a Meat Burglar?,https://docs.google.com/document/d/e/2PACX-1vTUPLIxEKBXZD8GsygKe4mkirydXpmUivAJVwNI0GZAh4wtF3liRL4ERCQywon5NN_e5zPLUafZSWa1/pub
Not Bad For a Kid Who Used to Lick Walls,https://docs.google.com/document/d/e/2PACX-1vTyWScTAuwf91J3N6XBgr6G4hkzWiT256Vm5ZhYeqKGrci-PeQyYy7fnctGuA1RZelA1-yxggcyOyi6/pub
Trinkets For Everybody,https://docs.google.com/document/d/e/2PACX-1vT75UqH5TpB9cQs4_SBnMdAX0Tlxm3O_ZMeyznqxDeNS46tTvLHA4IFti0Xv6uIBVdSLjl0zgEqI3-9/pub
Knickolas Pterodactyl Hob,https://docs.google.com/document/d/e/2PACX-1vQx_yehUw8zL1QFjlAsaUHtnfJ5j_EZBsQSn2mBqtQFBQeOM0rOnfWQpXD2I-WsTSjqoe37ir4ZO6Nm/pub
A Spill of Pearls,https://docs.google.com/document/d/e/2PACX-1vTu9BAXOCbanxczf0YZ4YJWLn-9kVbaZMgovfECfmdcgTkvcr55T4ZMizkw1crSnDZjK-3FN2Pb2bDF/pub
Doctor Green Hunter,https://docs.google.com/document/d/e/2PACX-1vSxkddzcbAgI939KSpY9erITUxmUxWB-00QrlXECNN7KWg21VsPQinW6rA_XekQyxdpelsgIH0QLFRb/pub
Do Clothes Die?,https://docs.google.com/document/d/e/2PACX-1vTkd-WsioBkoIuUSW2ByvjVL9uhySUUzkq3Ns4hmH9CVYyHT94XpsAl2hIRTCSR4xr8ob-L4oPS56xl/pub
Schrödinger's Canon,https://docs.google.com/document/d/e/2PACX-1vT5QyrW2E7gb0f7cjCOYHWZRo67t8exPkbQFFPDNYEpCAzZr-MAXxabqSjX9SDhUB-zBZQCOp-ugEEu/pub
The Wish Factory,https://docs.google.com/document/d/e/2PACX-1vTc17VP8MbtTgHrw2RsUjZbs8yMGqwY7IFCK0S3EUolQ--661LoqF_gRmtopNejS5gwvICl_bZg_8UE/pub
"Royals, Scamps, and Townies",https://docs.google.com/document/d/e/2PACX-1vQ6TvRNaUf_KoaevkWhAIRL1scUUBpYDxpEc1ehxb6PdwekG00vBn0rQNmw25S99CTJjvK3AEkwKv47/pub
Mrs. Potts Will Not Be Appearing,https://docs.google.com/document/d/e/2PACX-1vTuCuy_QGBjJNbPpCfUlds5SJtnpIVSdp3rQ38Nn3OmZrQzpPRdl2kebV2s05pdro59E2ef7EF-pTWb/pub
You Got Episode Three'd,https://docs.google.com/document/d/e/2PACX-1vTvBZQQv3wfKIzFK3NPUYSmprZb6K07fTXbIixXBiW7f6CQssyeJ063eJEtaCVn64UqHl7yZxBfBTKr/pub
Psychopomp and Circumstance,https://docs.google.com/document/d/e/2PACX-1vSaDHhErx5zSm5V4OXuqcKmdjJqyel7FMo2rsKd6JpsTzC5LFsuPSaWrolHYchTpqgGFYkvfkUlhRZL/pub
Gatorade Shampoo,https://docs.google.com/document/d/e/2PACX-1vTv2HZY5kJcVp22ZKCwBJdciJiQ9yJWXs4f-vs98fbcOU_9eWNUHhfVlvIfT2dm4L9dw99UnGRBjDJW/pub
The Fable of the Frog and the Scorpion,https://docs.google.com/document/d/e/2PACX-1vRIlJCVdWBdXqQ1u3Wv_adoUoHYg3Konyrqu0Sjxfndx1tROXZy-LFiqVyUvJKgpnLob3kz8V4DXhRo/pub
The Nat Honey (AKA The A-crit-stant),https://docs.google.com/document/d/e/2PACX-1vSwDMFW7wlTCirhNt1CD22Y2CddqSHc6xbl0IjZNguG53d7CbeRcnMK02XspDFEpp_xnzntNEQRTuti/pub
Big Zoom Energy,https://docs.google.com/document/d/e/2PACX-1vSeHnZVSxD_KA1HMbg8DR1Y3UhEkVr4spAyuhTzVBn3R8w2EpLZ58COZK82XEsPhDD8CCoj26M_YBtv/pub
I Bet You're Wondering How We Got Into This Mess,https://docs.google.com/document/d/e/2PACX-1vSg0VGmKvdKsjdjmms9kdETjWou79X7Ml77ewPbhJxcTu06ZmHaLMgjQMivN6qb80CsoJY3e2OP4ENP/pub
We'll See You in the Soup,https://docs.google.com/document/d/e/2PACX-1vSaSpPzkLv1eJB0rf0bHfF0_W1T040NMS8iLRqwapWj4z0Ei3Bqa778K8duBqBwEMP_vjS8LJ4j5l32/pub
The Bánh Mì Debt,https://docs.google.com/document/d/e/2PACX-1vQPCletLL7akKELBJOYV1SH_T3h9wqpMCuIOCcgrjN3zLnpBGqLjcFWO7O23T5NLaTC7X9oj1pw81QJ/pub
One Un-Donkey Hot Dog,https://docs.google.com/document/d/e/2PACX-1vRY6cm9WVbpcgiOOa_26YbSgRbyaAOtOzEh_kfBEdtgq28Hvnz1l2W7yKxgh417ZCp8lOs3kfHXQCsM/pub
Level 20 Sciss-her Gal-a-them,https://docs.google.com/document/d/e/2PACX-1vQWu7XCcEfvK4ZUi3uv1JmQnrTP2JNxe0N8S3n_VUCDBdeVzyIWWmUd5xpt8nsHD93tuK5kA6ZvqyxQ/pub
D-Fuckin'-W,https://docs.google.com/document/d/e/2PACX-1vTRefXag3xK-3CuhhdTD2XOXMN0EeSlD7P-YDSOYL02-ZDn9It9ZN2X6s5_LYQDYjVMtB5QWff_jZjR/pub
They Might Be Giants,https://docs.google.com/document/d/e/2PACX-1vS0_sM1M2npv438RrhnW-JoDGa54fTGRWEsPTj3Q8uFgVZ9Y2_AwiOLvjitrbZYdq6cgrOpFxNM9Ift/pub
"Save the Goose, Save the World",https://docs.google.com/document/d/e/2PACX-1vTZECbcZy2GnpuspF7a40vpKQeYKVRxTQRFj75CHpBy4dl2FH69IcDs4AS58wgN0UKzhnIkVocUWhDu/pub
Big Aslan Energy,https://docs.google.com/document/d/e/2PACX-1vQk49l3GRYxatjqfN_BVQ6x9jD2zLlSoX9ijhVF-WAxBEeZeVFEpKTZZoTC8AgbbOKa9KfagPEipeIx/pub
It Happened,https://docs.google.com/document/d/e/2PACX-1vS426rQrA_wriUNSr-CZT6X3QnKg-HD-lb5q3pQ0qzqjWHZXAk2XJLTWy6s6KRfcqJ472a8b7hupd7m/pub
Creating Rounded Characters (with Lou Wilson),https://docs.google.com/document/d/e/2PACX-1vRIwT2GHb6ppjazlERkypgHxHHzeFJGOfj3-bVb41-cRY-D7LC29mtApdjTsbh9oXU7_r4moUsb2rZc/pub
Keeping a Game Going (with Amy Vorphal),https://docs.google.com/document/d/e/2PACX-1vQ6HynHkCaEIUCBu7LxWTDfwM8gQEGo7M8R6_8IR6ARA1ewCYAOKGjGkJ_eI1BnkVSfjAnzmwunGGz3/pub
Raising the Stakes (with Brian Murphy),https://docs.google.com/document/d/e/2PACX-1vQvAtKgVb1IarX1Kz2-xjdys9yssS2Mubdw14S2eYf4OaU_0xRAti1HLNLLcS5U4KFdUFSRUWlcCx1u/pub
Playing in a Safe Space (with Erika Ishii),https://docs.google.com/document/d/e/2PACX-1vTJymm8dGheJMpGKccH9FiC3t2Myr8N7RsUKhiqeBm99siL58dxM-eLfyShlk0mAEc9nOy9bImr40LE/pub
Being the Mean DM (with Noah Diamond),https://docs.google.com/document/d/e/2PACX-1vSz01YEo0NhRFchAclgqRHQbj3kcmolqatL4wkEXxAGOBz7aa5BmolavYZ7yxdluyoLEQDNbnTPefIg/pub
Finishing a Campaign (with Molly Ostertag),https://docs.google.com/document/d/e/2PACX-1vTxXt5wXXw_tn9KSZHV833xL7IXXOMCq8qoyM-tqPhhs13MBHcywWHSS0Z6TxWvji3CVEnDJwl54Rpe/pub
Building Your Own Campaign Setting (with Matthew Mercer),https://docs.google.com/document/d/e/2PACX-1vTJBTPQb3bWEojHH3C-3Bw2hgfUFO0ECmysUlS6f9ie9UBIy8AIpJjnQ2-L2XpOvWbMWQf1P4JiM0gV/pub
Leveling Up (with Satine Phoenix),https://docs.google.com/document/d/e/2PACX-1vQeSBLzg-ojSoQsus3hprsZVlV3aH7kwVSIvWxQQZ9Wpth491Kboy-NfJtaivDkdTmFyKMZor2q5a8A/pub
What to Do With a Nat 20 (with B. Dave Walters),https://docs.google.com/document/d/e/2PACX-1vQC72ZqcrhQch-zNoAXjC0w_rO3Gns2K8fRkLvkUWzociAHzpf9FKbqTdaBocw9SFB33WQOJoh8Egef/pub
Giving Yourself Permission to Feel (with Marisha Ray),https://docs.google.com/document/d/e/2PACX-1vRVksdW4Ega5TByLvRCg_bPmJdzjZ4dkPNA4laVwClT-kBkweIiuZjcc6WqNlKMd3tgc0jIC0wb1Qb7/pub
